"","severity","aspen","distance.pre","distance.post","distance.high","elevation","ppt","tmean","tmin","tmax","ppt.2021","ppt.2022"
"31",2,0,190.262985229492,190.262985229492,0,3188.4873046875,636.526977539062,0.119999997317791,-14.5979995727539,19.8330993652344,571.910705566406,564.277893066406
"32",1,0,156.524765014648,156.524765014648,0,3212.34936523438,788.558959960938,0.209999993443489,-14.503999710083,19.8732986450195,700.344299316406,667.737854003906
"33",2,0,94.3398132324219,94.3398132324219,0,2525.63427734375,529.838012695312,5.26989984512329,-9.11600017547607,24.4729995727539,527.951599121094,451.535400390625
"34",4,0,121.655258178711,170.293869018555,174.928558349609,2415.35498046875,511.373992919922,6.78999996185303,-7.52810001373291,25.7628002166748,579.954406738281,530.317260742188
"35",4,0,205.182830810547,590.3388671875,134.164077758789,3169.47583007812,936.447998046875,0.639999985694885,-13.8332996368408,20.3020000457764,1172.72521972656,1069.50549316406
"36",4,0,10,114.017547607422,84.8528137207031,2459.26977539062,422.247985839844,4.05989980697632,-10.9756994247437,24.6885986328125,449.105377197266,408.806182861328
"37",1,0,228.035095214844,228.035095214844,0,2042.00109863281,458.353973388672,8.38999938964844,-6.81500005722046,27.8792991638184,434.2626953125,350.807983398438
"38",4,0,226.715682983398,226.715682983398,60,3389.23950195312,847.601989746094,-0.310000002384186,-14.7236995697021,18.6618995666504,836.643249511719,827.784851074219
"39",1,0,1030.77648925781,1030.77648925781,0,2102.9228515625,452.576995849609,8.22000026702881,-6.80069971084595,27.5467987060547,433.065979003906,368.165985107422
"40",2,0,90,361.247833251953,0,2556.68505859375,389.108001708984,4.34999990463257,-9.93579959869385,24.4132995605469,516.11669921875,457.376586914062
"41",1,0,58.3095169067383,58.3095169067383,0,2840.93041992188,470.268981933594,2.47000002861023,-11.9419994354248,22.4993991851807,405.794189453125,353.034484863281
"42",1,0,143.17822265625,143.17822265625,0,3231.70166015625,1037.46301269531,0.719999969005585,-13.7711000442505,20.4221000671387,1079.11071777344,1065.51403808594
"43",4,0,164.01220703125,553.172668457031,123.693168640137,2572.24877929688,511.879974365234,5.92999982833862,-8.38309955596924,25.0045986175537,492.213592529297,420.105804443359
"44",4,0,50,312.410003662109,318.904388427734,2610.41674804688,596.140991210938,4.52999973297119,-9.66160011291504,24.1002998352051,625.764709472656,564.235656738281
"45",3,0,10,22.3606796264648,42.4264068603516,2891.53588867188,502.813995361328,1.70999991893768,-12.8533000946045,21.8230991363525,449.105377197266,408.806182861328
"46",3,0,250,1364.99084472656,30,3169.11254882812,662.626892089844,0.979999959468842,-13.4519996643066,20.6835994720459,840.832580566406,849.466491699219
"47",4,0,143.17822265625,642.572937011719,655.209899902344,2966.72094726562,603.640991210938,1.71999990940094,-13.0121994018555,21.9972991943359,626.172912597656,584.702209472656
"48",4,0,151.327453613281,260,67.0820388793945,2604.0107421875,446.945983886719,4.73999977111816,-9.44969940185547,24.7462997436523,411.267181396484,370.445495605469
"49",1,0,40,40,0,2672.48046875,496.930999755859,4.0499997138977,-10.2502994537354,24.1721992492676,542.955505371094,500.055084228516
"50",2,0,237.065399169922,237.065399169922,0,2740.43579101562,386.147003173828,4.1100001335144,-10.2537994384766,24.1844997406006,405.794189453125,353.034484863281
"51",4,0,508.035430908203,508.035430908203,108.166534423828,3203.52099609375,769.822998046875,1.04999995231628,-13.5239992141724,21.094799041748,1013.08996582031,994.805847167969
"52",2,0,200.997497558594,460.977203369141,0,2465.36669921875,389.138000488281,4.60999965667725,-9.68410015106201,24.6987991333008,414.245574951172,352.633697509766
"53",2,0,1320.3408203125,1320.3408203125,0,3234.66162109375,641.393005371094,0.879999995231628,-13.7756996154785,19.9884986877441,569.685668945312,538.364379882812
"54",2,1,0,0,0,2548.01733398438,535.802978515625,5.52999973297119,-8.81040000915527,24.7618999481201,581.781188964844,507.327575683594
"55",4,0,200,505.371124267578,512.640197753906,2754.37573242188,573.731994628906,3.76999998092651,-10.4868001937866,23.2842998504639,581.781188964844,507.327575683594
"56",3,0,260,290,30,2750.427734375,507.7509765625,3.83999991416931,-10.3927001953125,23.9410991668701,542.955505371094,500.055084228516
"57",4,0,117.046997070312,117.046997070312,84.8528137207031,3024.85546875,776.649963378906,1.51999998092651,-13.0930995941162,21.3741989135742,811.092468261719,795.9140625
"58",4,0,273.130004882812,304.138122558594,270,2763.50610351562,545.655883789062,2.80999994277954,-12.2458000183105,23.05299949646,748.584106445312,737.586608886719
"59",4,0,231.948257446289,272.946868896484,228.473190307617,2629.2373046875,489.02197265625,4.15999984741211,-10.1254997253418,24.2395000457764,507.929779052734,464.253875732422
"60",4,0,114.017547607422,1615.54943847656,558.032287597656,3167.57885742188,587.820007324219,1.3798999786377,-13.2599000930786,21.5096988677979,626.172912597656,584.702209472656
"61",4,0,559.732116699219,559.732116699219,84.8528137207031,3059.34985351562,656.393981933594,0.979999959468842,-13.5739994049072,20.9030990600586,718.998657226562,698.881164550781
"62",3,0,156.524765014648,156.524765014648,30,2833.84814453125,538.519958496094,2.04999995231628,-13.3589992523193,22.5130996704102,666.644775390625,633.844787597656
"63",1,0,90,90.5538558959961,0,2669.02099609375,545.575988769531,4.38000011444092,-9.74660015106201,24.2143993377686,549.3369140625,489.316284179688
"64",1,0,626.498229980469,626.498229980469,0,2405.015625,380.224975585938,5.75999975204468,-8.7475996017456,25.8795986175537,397.981597900391,338.804595947266
"65",2,0,44.7213592529297,676.017761230469,0,2798.88403320312,423.517974853516,2.57999992370605,-11.8577995300293,22.6049995422363,431.540679931641,390.792785644531
"66",3,0,483.838806152344,608.276245117188,94.8683319091797,3075.41674804688,580.727905273438,1.02999997138977,-13.653299331665,21.0638999938965,506.489990234375,480.874389648438
"67",2,0,134.536239624023,987.167663574219,0,3094.43383789062,758.362976074219,0.5799999833107,-14.1696996688843,20.3493995666504,855.543395996094,778.822204589844
"68",4,0,10,420.119018554688,127.27921295166,2592.61694335938,479.560974121094,4.38000011444092,-9.85750007629395,24.4806995391846,542.955505371094,500.055084228516
"69",1,0,44.7213592529297,44.7213592529297,0,3369.228515625,817.029968261719,0.349999994039536,-13.8446998596191,19.5938987731934,840.832580566406,849.466491699219
"70",1,0,10,10,0,3040.14770507812,579.558959960938,1.39999997615814,-13.1230001449585,21.4167003631592,563.13330078125,533.375
"71",1,0,14.1421356201172,14.1421356201172,0,3181.20629882812,849.612976074219,0.140000000596046,-14.6700000762939,20.1145000457764,991.291381835938,950.748962402344
"72",2,0,384.707672119141,384.707672119141,0,2321.31591796875,386.839904785156,6.25999975204468,-8.36880016326904,26.4682998657227,391.963195800781,347.281280517578
"73",4,0,181.107711791992,390.512451171875,120,3296.615234375,758.628967285156,0.0899999961256981,-14.1252994537354,19.1703987121582,840.832580566406,849.466491699219
"74",2,0,599.416381835938,599.416381835938,0,2130.09301757812,459.911987304688,8.42000007629395,-6.6468997001648,27.6457996368408,394.064300537109,324.555389404297
"75",3,0,20,111.803398132324,42.4264068603516,2806.5166015625,517.132995605469,2.72000002861023,-11.7515001296997,22.7493991851807,506.489990234375,480.874389648438
