"","severity","aspen","seedsource.dist","distance.pre","distance.post","distance.high","elevation","ppt","ppt.111212345","ppt.678910","tmean","tmin1","tmax7","tmax.678910","ppt.2021","ppt.111212345.2021","ppt.678910.2021","tmax.678910.2021","ppt.2022","ppt.111212345.2022","ppt.678910.2022","tmax.678910.2022","bb.presence","bb.severity"
"43",2,0,0,345.253540039062,345.253540039062,0,2692.06762695312,515.532958984375,292.293792724609,219.092597961426,3.79999995231628,-0.409799993038177,23.8745002746582,19.1992597579956,542.955505371094,336.3054895401,187.927196502686,20.5479198455811,500.055084228516,299.091291427612,197.961695671082,20.4197793960571,0,39
"44",4,0,67.0820388793945,117.046997070312,192.093734741211,67.0820388793945,2141.15893554688,476.016998291016,245.283590316772,235.771999359131,7.76999998092651,4.31470012664795,26.9235992431641,22.3936393737793,457.842987060547,343.889287948608,127.920697689056,23.913719367981,385.970489501953,177.259396076202,179.584397315979,23.9470592498779,NA,NA
"45",1,0,0,330,330,0,3163.67602539062,738.386901855469,520.863784790039,252.696296691895,0.77999997138977,-3.48159980773926,20.6906986236572,16.1456993103027,811.904663085938,501.243392944336,237.737689971924,17.1312995910645,750.796875,561.593585968018,187.37459564209,17.1244398117065,0,35
"46",1,0,0,333.016510009766,333.016510009766,0,1869.4267578125,455.941986083984,231.044098854065,230.467395782471,8.46000003814697,5.40590000152588,28.1431999206543,23.6212591171265,419.923187255859,326.449686050415,114.489398002625,25.1631790161133,347.213989257812,164.599897146225,157.498995780945,25.3153793334961,NA,NA
"47",3,0,67.0820388793945,92.195442199707,102.95630645752,67.0820388793945,2721.5361328125,565.219970703125,296.922695159912,259.098297119141,4.36999988555908,1.56699991226196,24.2171993255615,19.6450393676758,581.781188964844,383.122299194336,196.492593765259,20.916379737854,507.327575683594,253.442395210266,241.013796806335,20.9034996032715,NA,NA
"48",1,0,0,806.535766601562,908.019775390625,0,3135.7119140625,608.076965332031,362.765296936035,219.726497650146,1.35000002384186,-1.93929994106293,21.8894996643066,17.2245397567749,569.685668945312,378.04029083252,160.012199401855,18.2162393569946,538.364379882812,350.223098754883,176.882497787476,18.3298795700073,1,64
"49",4,0,349.857116699219,70.7106781005859,487.031829833984,349.857116699219,3019.53881835938,672.998962402344,330.849393844604,269.4508934021,1.51999998092651,0.340700000524521,23.603199005127,19.0324794769287,625.764709472656,387.171993255615,217.590090751648,20.276139831543,564.235656738281,328.693592071533,238.719497680664,20.2167194366455,1,49
"50",1,0,0,56.5685424804688,56.5685424804688,0,2568.57739257812,428.876983642578,322.70299911499,197.740898132324,3.33999991416931,-2.4796998500824,22.0838985443115,17.4766593933105,499.099395751953,335.448097229004,165.046796798706,18.5722198486328,468.885681152344,306.499691009521,154.750797271729,18.5199396133423,NA,NA
"51",2,1,0,0,0,0,2511.90087890625,524.484008789062,296.922695159912,259.098297119141,5.5,1.56699991226196,24.2171993255615,19.6450393676758,581.781188964844,383.122299194336,196.492593765259,20.916379737854,507.327575683594,253.442395210266,241.013796806335,20.9034996032715,NA,NA
"52",3,0,30,30,194.164886474609,30,2738.70971679688,383.423980712891,263.181196212769,166.975896835327,4.7999997138977,-0.836999952793121,23.3668994903564,18.6919193267822,445.48388671875,317.317498207092,124.228400230408,19.9515794754028,383.910186767578,232.384292602539,145.496598243713,19.8536590576172,0,51
"53",4,0,67.0820388793945,286.006988525391,286.006988525391,67.0820388793945,3054.10278320312,562.179016113281,362.765296936035,219.726497650146,1.9099999666214,-1.93929994106293,21.8894996643066,17.2245397567749,569.685668945312,378.04029083252,160.012199401855,18.2162393569946,538.364379882812,350.223098754883,176.882497787476,18.3298795700073,1,86
"54",4,0,295.465728759766,80.6225738525391,284.60498046875,295.465728759766,2349.58154296875,507.721984863281,276.155698776245,245.121795654297,6.17999982833862,2.56180000305176,25.6986999511719,21.0928394317627,515.26220703125,366.32209777832,152.017293930054,22.5269596099854,447.313293457031,216.446200370789,207.02899646759,22.4879789352417,0,16
"55",1,0,0,214.709106445312,232.59407043457,0,2782.58325195312,509.968994140625,274.296394348145,212.901397705078,3.33999991416931,-0.285999983549118,23.7234992980957,19.0245792388916,451.688781738281,312.130989074707,135.038296699524,20.2648593902588,408.616180419922,231.706493377686,166.639397621155,20.3289995193481,0,44
"56",2,0,0,323.109893798828,323.109893798828,0,2501.24682617188,374.322998046875,234.675994873047,186.987197875977,4.84999990463257,-0.0274999998509884,24.1847991943359,19.5485597610474,431.540679931641,269.400595664978,144.438795089722,20.9239395141602,390.792785644531,235.41459274292,157.589299201965,20.8453592300415,0,5
